,year,date_conducted,date_published,pollster,geography,mode,sample_size,population_surveyed,sponsor,cc_poll_share,dgm_poll_share,pdal_poll_share,ssp_poll_share,undecided_poll_share
210,1984,1984-06-08,1984-06-10,Dataland Daily,National,Online,200,Adults,,0.17,0.245,0.375,0.06,0.15
211,1984,1984-06-08,1984-06-10,Synapse Strategies,Synapse Territories,Online,1000,LV,SSP,0.189,0.194,0.211,0.354,0.052
212,1984,1984-06-09,1984-06-11,Dataland Register-Gazette,Electropolis,Live caller,1500,LV,,0.213,0.377,0.38,0.0,0.03
213,1984,1984-06-10,1984-06-11,Dataland Register-Gazette,Electropolis,Live caller,1500,LV,,0.213,0.363,0.382,0.0,0.042
214,1984,1984-06-09,1984-06-11,Proudly Paid For Polling,Infoglen,Online,1000,LV,DGM,0.3,0.369,0.277,0.0,0.054
215,1984,1984-06-10,1984-06-11,Progressive Polling,Infoglen,Live caller,1000,LV,,0.277,0.292,0.383,0.0,0.048
216,1984,1984-06-09,1984-06-11,Dataland Daily,National,Online,200,Adults,,0.15,0.29,0.37,0.085,0.105
217,1984,1984-06-10,1984-06-11,Dataland Daily,National,Online,200,Adults,,0.225,0.245,0.355,0.075,0.1
218,1984,1984-06-10,1984-06-11,Cobolite Coalition Calling,Voltagea,IVR,2000,RV,,0.109,0.406,0.426,0.0,0.06
219,1984,1984-06-11,1984-06-12,Metaflux University,Binaryshire,IVR,1500,RV,,0.793,0.019,0.115,0.0,0.074
220,1984,1984-06-10,1984-06-12,Dataland Register-Gazette,Cerebrica,Live caller,1500,LV,,0.283,0.259,0.324,0.093,0.041
221,1984,1984-06-10,1984-06-12,Big Dataland Surveys,Circuit Confederation,Online,10000,RV,,0.131,0.392,0.419,0.0,0.058
222,1984,1984-06-11,1984-06-12,Proudly Paid For Polling,Circuiton,Online,1000,LV,PDAL,0.058,0.436,0.47,0.0,0.036
223,1984,1984-06-11,1984-06-12,Cobolite Coalition Calling,Electropolis,IVR,2000,RV,CC,0.324,0.376,0.223,0.0,0.078
224,1984,1984-06-10,1984-06-12,Dataland Register-Gazette,Infoglen,Live caller,1500,LV,,0.315,0.307,0.345,0.0,0.034
225,1984,1984-06-11,1984-06-12,Proudly Paid For Polling,Infoglen,Online,1000,LV,DGM,0.283,0.363,0.307,0.0,0.047
226,1984,1984-06-10,1984-06-12,Metaflux University,Metaflux Realm,IVR,1500,RV,,0.399,0.245,0.3,0.0,0.055
227,1984,1984-06-11,1984-06-12,Proudly Paid For Polling,National,Online,1000,LV,CC,0.235,0.285,0.357,0.08,0.043
228,1984,1984-06-10,1984-06-12,Dataland Register-Gazette,Voltagea,Live caller,1500,LV,,0.085,0.361,0.503,0.0,0.052
229,1984,1984-06-11,1984-06-13,Dataland Register-Gazette,Circuiton,Live caller,1500,LV,,0.065,0.464,0.429,0.0,0.042
230,1984,1984-06-12,1984-06-13,Dataland Register-Gazette,Infoglen,Live caller,1500,LV,,0.305,0.332,0.343,0.0,0.02
231,1984,1984-06-11,1984-06-13,Dataland Daily,National,Online,200,Adults,,0.2,0.25,0.34,0.11,0.1
232,1984,1984-06-11,1984-06-13,Proudly Paid For Polling,Quantumridge,Online,1000,LV,DGM,0.169,0.353,0.449,0.0,0.029
233,1984,1984-06-12,1984-06-14,Synapse Strategies,Cerebrica,Online,1000,LV,,0.281,0.282,0.28,0.107,0.05
234,1984,1984-06-13,1984-06-14,Dataland Register-Gazette,Cerebrica,Live caller,1500,LV,,0.321,0.232,0.329,0.088,0.031
235,1984,1984-06-13,1984-06-14,Proudly Paid For Polling,Cerebrica,Online,1000,LV,PDAL,0.273,0.283,0.323,0.09,0.031
236,1984,1984-06-12,1984-06-14,Dataland Daily,National,Online,200,Adults,,0.145,0.295,0.375,0.055,0.13
237,1984,1984-06-12,1984-06-14,Proudly Paid For Polling,Neuronia,Online,1000,LV,DGM,0.035,0.143,0.053,0.735,0.034
238,1984,1984-06-13,1984-06-14,Cobolite Coalition Calling,Synapse Territories,IVR,2000,RV,CC,0.249,0.134,0.264,0.294,0.06
239,1984,1984-06-14,1984-06-15,Cobolite Coalition Calling,Byteforge Domain,IVR,2000,RV,,0.414,0.108,0.428,0.0,0.05
240,1984,1984-06-13,1984-06-15,Metaflux University,Infinitron Peninsula,IVR,1500,RV,,0.398,0.341,0.181,0.0,0.079
241,1984,1984-06-13,1984-06-15,Dataland Daily,National,Online,200,Adults,,0.185,0.335,0.315,0.055,0.11
242,1984,1984-06-14,1984-06-15,Dataland Daily,National,Online,200,Adults,,0.155,0.175,0.44,0.105,0.125
243,1984,1984-06-15,1984-06-16,Synapse Strategies,Cerebrica,Online,1000,LV,SSP,0.298,0.26,0.292,0.112,0.038
244,1984,1984-06-15,1984-06-16,Cobolite Coalition Calling,Cerebrica,IVR,2000,RV,CC,0.262,0.328,0.255,0.084,0.072
245,1984,1984-06-15,1984-06-16,Synapse Strategies,Cortexia,Online,1000,LV,SSP,0.129,0.168,0.25,0.427,0.026
246,1984,1984-06-14,1984-06-16,No Province Left Behind,Infinitron Peninsula,IVR,500,LV,,0.456,0.318,0.184,0.0,0.042
247,1984,1984-06-14,1984-06-16,Metaflux University,Metaflux Realm,IVR,1500,RV,,0.326,0.257,0.349,0.0,0.068
248,1984,1984-06-15,1984-06-16,Dataland Register-Gazette,National,Live caller,1500,LV,,0.213,0.28,0.393,0.084,0.029
249,1984,1984-06-15,1984-06-16,Cobolite Coalition Calling,National,IVR,2000,RV,CC,0.306,0.234,0.298,0.096,0.065
250,1984,1984-06-15,1984-06-16,Synapse Strategies,Synapse Territories,Online,1000,LV,SSP,0.185,0.198,0.241,0.334,0.042
251,1984,1984-06-15,1984-06-17,Electropolis Elects,Electropolis,Live caller,1000,LV,,0.208,0.38,0.383,0.0,0.029
252,1984,1984-06-15,1984-06-17,Dataland Daily,National,Online,200,Adults,,0.16,0.29,0.35,0.07,0.13
253,1984,1984-06-15,1984-06-17,Big Dataland Surveys,National,Online,10000,RV,,0.19,0.262,0.408,0.086,0.054
254,1984,1984-06-15,1984-06-17,Synapse Strategies,Neuronia,Online,1000,LV,SSP,0.026,0.101,0.066,0.775,0.032
255,1985,1985-04-02,1985-04-04,Dataland Daily,National,Online,200,Adults,,0.17,0.215,0.355,0.105,0.155
256,1985,1985-04-02,1985-04-04,No Province Left Behind,Quantumridge,IVR,500,RV,,0.218,0.258,0.402,0.0,0.122
257,1985,1985-04-03,1985-04-04,No Province Left Behind,Quantumridge,IVR,500,RV,,0.148,0.266,0.44,0.0,0.146
258,1985,1985-04-03,1985-04-04,Cobolite Coalition Calling,Synapse Territories,IVR,2000,RV,CC,0.17,0.186,0.252,0.206,0.186
259,1985,1985-04-03,1985-04-05,Dataland Daily,National,Online,200,Adults,,0.215,0.22,0.295,0.065,0.205
260,1985,1985-04-04,1985-04-05,Big Dataland Surveys,Synapse Territories,Online,10000,RV,,0.108,0.214,0.208,0.282,0.187
261,1985,1985-04-04,1985-04-06,Dataland Daily,National,Online,200,Adults,,0.095,0.245,0.42,0.03,0.21
262,1985,1985-04-05,1985-04-06,Dataland Daily,National,Online,200,Adults,,0.155,0.215,0.36,0.045,0.225
263,1985,1985-04-06,1985-04-07,Progressive Polling,Infoglen,Live caller,1000,Adults,,0.33,0.254,0.292,0.0,0.124
264,1985,1985-04-06,1985-04-07,Dataland Daily,National,Online,200,Adults,,0.13,0.215,0.375,0.045,0.235
265,1985,1985-04-06,1985-04-08,Cobolite Coalition Calling,Byteforge Domain,IVR,2000,RV,,0.463,0.087,0.302,0.0,0.148
266,1985,1985-04-06,1985-04-08,Progressive Polling,Cerebrica,Live caller,1000,Adults,,0.185,0.274,0.318,0.097,0.126
267,1985,1985-04-07,1985-04-09,Dataland Daily,National,Online,200,Adults,,0.145,0.23,0.365,0.08,0.18
268,1985,1985-04-09,1985-04-10,Cobolite Coalition Calling,Amperville,IVR,2000,RV,CC,0.092,0.11,0.63,0.0,0.168
269,1985,1985-04-08,1985-04-10,Dataland Daily,National,Online,200,Adults,,0.15,0.21,0.345,0.09,0.205
270,1985,1985-04-09,1985-04-10,Dataland Daily,National,Online,200,Adults,,0.185,0.215,0.345,0.07,0.185
271,1985,1985-04-10,1985-04-11,Dataland Daily,National,Online,200,Adults,,0.15,0.21,0.365,0.095,0.18
272,1985,1985-04-10,1985-04-12,Progressive Polling,Cortexia,Live caller,1000,Adults,,0.048,0.208,0.204,0.381,0.159
273,1985,1985-04-11,1985-04-12,Dataland Daily,National,Online,200,Adults,,0.18,0.215,0.335,0.055,0.215
274,1985,1985-04-11,1985-04-13,Progressive Polling,Infoglen,Live caller,1000,Adults,PDAL,0.271,0.216,0.411,0.0,0.102
275,1985,1985-04-12,1985-04-14,Dataland Daily,National,Online,200,Adults,,0.185,0.175,0.375,0.045,0.22
276,1985,1985-04-13,1985-04-15,Cobolite Coalition Calling,Cortexia,IVR,2000,RV,CC,0.121,0.136,0.227,0.342,0.174
277,1985,1985-04-13,1985-04-15,Dataland Daily,National,Online,200,Adults,,0.21,0.19,0.315,0.08,0.205
278,1985,1985-04-15,1985-04-16,Cobolite Coalition Calling,Cortexia,IVR,2000,RV,CC,0.152,0.23,0.172,0.308,0.138
279,1985,1985-04-14,1985-04-16,Dataland Daily,National,Online,200,Adults,,0.185,0.18,0.4,0.06,0.175
280,1985,1985-04-15,1985-04-16,Dataland Daily,National,Online,200,Adults,,0.19,0.205,0.27,0.07,0.265
281,1985,1985-04-16,1985-04-17,No Province Left Behind,Infinitron Peninsula,IVR,500,RV,,0.376,0.272,0.226,0.0,0.126
282,1985,1985-04-16,1985-04-17,Big Dataland Surveys,National,Online,10000,RV,,0.178,0.209,0.29,0.073,0.251
283,1985,1985-04-16,1985-04-18,Dataland Daily,National,Online,200,Adults,,0.17,0.2,0.4,0.05,0.18
284,1985,1985-04-16,1985-04-18,Cobolite Coalition Calling,National,IVR,2000,RV,CC,0.246,0.207,0.354,0.06,0.133
285,1985,1985-04-16,1985-04-18,Big Dataland Surveys,Synapse Territories,Online,10000,RV,,0.108,0.201,0.205,0.285,0.201
286,1985,1985-04-17,1985-04-19,Dataland Daily,National,Online,200,Adults,,0.155,0.245,0.305,0.085,0.21
287,1985,1985-04-18,1985-04-19,Dataland Daily,National,Online,200,Adults,,0.12,0.18,0.365,0.065,0.27
288,1985,1985-04-17,1985-04-19,Synapse Strategies,Neuronia,Online,1000,RV,,0.018,0.161,0.087,0.608,0.126
289,1985,1985-04-18,1985-04-20,Synapse Strategies,Cortexia,Online,1000,RV,,0.093,0.217,0.249,0.325,0.116
290,1985,1985-04-18,1985-04-20,Metaflux University,Infinitron Peninsula,IVR,1500,Adults,,0.407,0.23,0.196,0.0,0.167
291,1985,1985-04-20,1985-04-21,Synapse Strategies,Cerebrica,Online,1000,RV,SSP,0.161,0.279,0.289,0.122,0.149
292,1985,1985-04-20,1985-04-21,Metaflux University,Metaflux Realm,IVR,1500,Adults,,0.349,0.199,0.313,0.0,0.139
293,1985,1985-04-19,1985-04-21,Dataland Daily,National,Online,200,Adults,,0.21,0.19,0.405,0.065,0.13
294,1985,1985-04-20,1985-04-22,Dataland Daily,National,Online,200,Adults,,0.105,0.19,0.395,0.06,0.25
295,1985,1985-04-21,1985-04-22,Dataland Daily,National,Online,200,Adults,,0.21,0.245,0.345,0.045,0.155
296,1985,1985-04-21,1985-04-22,Metaflux University,Quantumridge,IVR,1500,Adults,,0.173,0.223,0.476,0.0,0.129
297,1985,1985-04-22,1985-04-23,Dataland Daily,National,Online,200,Adults,,0.18,0.3,0.265,0.07,0.185
298,1985,1985-04-23,1985-04-24,Metaflux University,Binaryshire,IVR,1500,Adults,,0.693,0.011,0.129,0.0,0.167
299,1985,1985-04-23,1985-04-24,Progressive Polling,Circuiton,Live caller,1000,Adults,,0.053,0.375,0.492,0.0,0.08
300,1985,1985-04-22,1985-04-24,Big Dataland Surveys,Metaflux Realm,Online,10000,RV,,0.3,0.228,0.334,0.0,0.138
301,1985,1985-04-23,1985-04-24,No Province Left Behind,Quantumridge,IVR,500,RV,,0.182,0.28,0.41,0.0,0.128
302,1985,1985-04-24,1985-04-25,Progressive Polling,Electropolis,Live caller,1000,Adults,,0.241,0.247,0.417,0.0,0.095
303,1985,1985-04-23,1985-04-25,Cobolite Coalition Calling,Infinitron Peninsula,IVR,2000,RV,CC,0.466,0.178,0.208,0.0,0.149
304,1985,1985-04-23,1985-04-25,Dataland Daily,National,Online,200,Adults,,0.205,0.195,0.375,0.045,0.18
305,1985,1985-04-24,1985-04-25,Dataland Daily,National,Online,200,Adults,,0.09,0.305,0.355,0.085,0.165
306,1985,1985-04-23,1985-04-25,Conference Board of Dataland,Synapse Territories,Live caller,3000,LV,,0.12,0.196,0.242,0.313,0.129
307,1985,1985-04-26,1985-04-27,Metaflux University,Byteforge Domain,IVR,1500,Adults,,0.405,0.101,0.369,0.0,0.124
308,1985,1985-04-25,1985-04-27,Metaflux University,Metaflux Realm,IVR,1500,Adults,,0.331,0.209,0.292,0.0,0.167
309,1985,1985-04-25,1985-04-27,Dataland Daily,National,Online,200,Adults,,0.11,0.22,0.385,0.04,0.245
310,1985,1985-04-26,1985-04-28,Dataland Daily,National,Online,200,Adults,,0.095,0.235,0.355,0.065,0.25
311,1985,1985-04-27,1985-04-28,Dataland Daily,National,Online,200,Adults,,0.155,0.255,0.355,0.08,0.155
312,1985,1985-04-27,1985-04-28,Cobolite Coalition Calling,Quantumridge,IVR,2000,RV,CC,0.21,0.222,0.406,0.0,0.162
313,1985,1985-04-28,1985-04-29,Dataland Register-Gazette,Byteforge Domain,Live caller,1500,RV,,0.389,0.069,0.459,0.0,0.083
314,1985,1985-04-28,1985-04-29,Big Dataland Surveys,Circuit Confederation,Online,10000,RV,,0.169,0.267,0.426,0.0,0.139
315,1985,1985-04-27,1985-04-29,Metaflux University,Infoglen,IVR,1500,RV,,0.302,0.253,0.3,0.0,0.145
316,1985,1985-04-28,1985-04-29,Dataland Daily,National,Online,200,Adults,,0.2,0.185,0.355,0.1,0.16
317,1985,1985-04-28,1985-04-29,Metaflux University,Quantumridge,IVR,1500,RV,,0.175,0.195,0.493,0.0,0.137
318,1985,1985-04-29,1985-04-30,Big Dataland Surveys,National,Online,10000,RV,,0.209,0.243,0.343,0.069,0.136
319,1985,1985-04-29,1985-04-30,Proudly Paid For Polling,Synapse Territories,Online,1000,RV,CC,0.131,0.224,0.25,0.334,0.061
320,1985,1985-04-29,1985-05-01,Dataland Register-Gazette,Byteforge Domain,Live caller,1500,RV,,0.373,0.081,0.462,0.0,0.084
321,1985,1985-04-29,1985-05-01,Cobolite Coalition Calling,Byteforge Domain,IVR,2000,RV,,0.471,0.056,0.342,0.0,0.13
322,1985,1985-04-30,1985-05-01,Conference Board of Dataland,Metaflux Realm,Live caller,3000,LV,,0.355,0.196,0.323,0.0,0.126
323,1985,1985-04-29,1985-05-01,Dataland Daily,National,Online,200,Adults,,0.185,0.26,0.335,0.035,0.185
324,1985,1985-04-30,1985-05-01,Conference Board of Dataland,Synapse Territories,Live caller,3000,LV,,0.141,0.22,0.238,0.303,0.098
325,1985,1985-05-01,1985-05-02,Metaflux University,Byteforge Domain,IVR,1500,RV,,0.415,0.067,0.399,0.0,0.119
326,1985,1985-04-30,1985-05-02,Conference Board of Dataland,Circuit Confederation,Live caller,3000,LV,,0.199,0.251,0.444,0.0,0.106
327,1985,1985-04-30,1985-05-02,Proudly Paid For Polling,Circuit Confederation,Online,1000,RV,DGM,0.169,0.265,0.467,0.0,0.099
328,1985,1985-05-01,1985-05-02,Big Dataland Surveys,Circuit Confederation,Online,10000,RV,,0.196,0.29,0.42,0.0,0.094
329,1985,1985-04-30,1985-05-02,Dataland Daily,National,Online,200,Adults,,0.195,0.285,0.32,0.03,0.17
330,1985,1985-05-01,1985-05-03,Progressive Polling,Cerebrica,Live caller,1000,Adults,PDAL,0.193,0.239,0.371,0.071,0.126
331,1985,1985-05-01,1985-05-03,Dataland Daily,National,Online,200,Adults,,0.2,0.29,0.3,0.035,0.175
332,1985,1985-05-02,1985-05-03,Dataland Daily,National,Online,200,Adults,,0.2,0.21,0.36,0.04,0.19
333,1985,1985-05-02,1985-05-03,Proudly Paid For Polling,Neuronia,Online,1000,RV,PDAL,0.028,0.183,0.086,0.597,0.106
334,1985,1985-05-03,1985-05-04,Proudly Paid For Polling,Cerebrica,Online,1000,RV,PDAL,0.203,0.262,0.337,0.097,0.101
335,1985,1985-05-02,1985-05-04,Progressive Polling,Electropolis,Live caller,1000,Adults,,0.308,0.274,0.324,0.0,0.094
336,1985,1985-05-03,1985-05-04,Dataland Daily,National,Online,200,Adults,,0.19,0.26,0.305,0.075,0.17
337,1985,1985-05-04,1985-05-05,Dataland Register-Gazette,Cortexia,Live caller,1500,RV,,0.105,0.207,0.269,0.327,0.093
338,1985,1985-05-03,1985-05-05,Dataland Register-Gazette,Infoglen,Live caller,1500,RV,,0.294,0.27,0.345,0.0,0.091
339,1985,1985-05-03,1985-05-05,Big Dataland Surveys,National,Online,10000,RV,,0.221,0.243,0.349,0.072,0.114
340,1985,1985-05-04,1985-05-05,Dataland Daily,National,Online,200,Adults,,0.19,0.175,0.345,0.13,0.16
341,1985,1985-05-03,1985-05-05,Metaflux University,Quantumridge,IVR,1500,RV,,0.209,0.245,0.425,0.0,0.121
342,1985,1985-05-04,1985-05-06,Proudly Paid For Polling,Byteforge Domain,Online,1000,RV,PDAL,0.337,0.086,0.49,0.0,0.087
343,1985,1985-05-05,1985-05-06,Dataland Register-Gazette,Cerebrica,Live caller,1500,RV,,0.217,0.289,0.285,0.096,0.113
344,1985,1985-05-05,1985-05-06,Proudly Paid For Polling,Electropolis,Online,1000,RV,CC,0.302,0.261,0.344,0.0,0.093
345,1985,1985-05-04,1985-05-06,Synapse Strategies,Synapse Territories,Online,1000,RV,,0.126,0.234,0.244,0.281,0.115
346,1985,1985-05-05,1985-05-07,Dataland Register-Gazette,Byteforge Domain,Live caller,1500,RV,,0.422,0.074,0.43,0.0,0.074
347,1985,1985-05-05,1985-05-07,Proudly Paid For Polling,Cerebrica,Online,1000,RV,DGM,0.212,0.295,0.281,0.099,0.113
348,1985,1985-05-05,1985-05-07,Dataland Register-Gazette,Cortexia,Live caller,1500,RV,,0.105,0.185,0.264,0.354,0.093
349,1985,1985-05-05,1985-05-07,Dataland Daily,National,Online,200,Adults,,0.175,0.265,0.27,0.09,0.2
350,1985,1985-05-05,1985-05-07,Proudly Paid For Polling,Neuronia,Online,1000,RV,PDAL,0.011,0.157,0.079,0.659,0.094
351,1985,1985-05-06,1985-05-07,No Province Left Behind,Neuronia,IVR,500,RV,,0.02,0.158,0.09,0.654,0.078
352,1985,1985-05-05,1985-05-07,Proudly Paid For Polling,Synapse Territories,Online,1000,RV,PDAL,0.102,0.208,0.297,0.27,0.123
353,1985,1985-05-06,1985-05-07,Proudly Paid For Polling,Voltagea,Online,1000,RV,DGM,0.07,0.425,0.392,0.0,0.113
354,1985,1985-05-07,1985-05-08,Conference Board of Dataland,Circuit Confederation,Live caller,3000,LV,,0.185,0.258,0.473,0.0,0.084
355,1985,1985-05-07,1985-05-08,Proudly Paid For Polling,Circuit Confederation,Online,1000,LV,CC,0.212,0.242,0.433,0.0,0.113
356,1985,1985-05-06,1985-05-08,Dataland Daily,National,Online,200,Adults,,0.175,0.185,0.415,0.05,0.175
357,1985,1985-05-07,1985-05-08,Dataland Daily,National,Online,200,Adults,,0.17,0.22,0.305,0.05,0.255
358,1985,1985-05-07,1985-05-08,Conference Board of Dataland,Synapse Territories,Live caller,3000,LV,,0.134,0.211,0.278,0.267,0.111
359,1985,1985-05-07,1985-05-09,Proudly Paid For Polling,Amperville,Online,1000,LV,PDAL,0.042,0.135,0.733,0.0,0.09
360,1985,1985-05-07,1985-05-09,Dataland Register-Gazette,Metaflux Realm,Live caller,1500,RV,,0.293,0.202,0.401,0.0,0.104
361,1985,1985-05-07,1985-05-09,Conference Board of Dataland,Metaflux Realm,Live caller,3000,LV,,0.347,0.176,0.373,0.0,0.104
362,1985,1985-05-07,1985-05-09,Proudly Paid For Polling,Metaflux Realm,Online,1000,LV,DGM,0.352,0.235,0.331,0.0,0.082
363,1985,1985-05-07,1985-05-09,Proudly Paid For Polling,National,Online,1000,LV,DGM,0.195,0.255,0.365,0.061,0.124
364,1985,1985-05-08,1985-05-09,Dataland Daily,National,Online,200,Adults,,0.175,0.225,0.305,0.085,0.21
365,1985,1985-05-08,1985-05-09,Big Dataland Surveys,National,Online,10000,RV,,0.195,0.196,0.429,0.061,0.12
366,1985,1985-05-07,1985-05-09,Cobolite Coalition Calling,Voltagea,IVR,2000,RV,,0.107,0.262,0.522,0.0,0.108
367,1985,1985-05-08,1985-05-10,Dataland Register-Gazette,Infoglen,Live caller,1500,RV,,0.315,0.248,0.355,0.0,0.082
368,1985,1985-05-09,1985-05-11,Cobolite Coalition Calling,Cerebrica,IVR,2000,RV,,0.224,0.226,0.316,0.108,0.125
369,1985,1985-05-09,1985-05-11,Dataland Daily,National,Online,200,Adults,,0.14,0.265,0.335,0.08,0.18
370,1985,1985-05-10,1985-05-11,Dataland Daily,National,Online,200,Adults,,0.145,0.24,0.395,0.055,0.165
371,1985,1985-05-11,1985-05-12,Dataland Register-Gazette,Byteforge Domain,Live caller,1500,RV,,0.338,0.076,0.477,0.0,0.109
372,1985,1985-05-12,1985-05-13,Synapse Strategies,Cerebrica,Online,1000,LV,SSP,0.178,0.296,0.305,0.12,0.101
373,1985,1985-05-11,1985-05-13,Dataland Daily,National,Online,200,Adults,,0.195,0.26,0.33,0.07,0.145
374,1985,1985-05-12,1985-05-13,Dataland Daily,National,Online,200,Adults,,0.175,0.2,0.39,0.065,0.17
375,1985,1985-05-13,1985-05-14,Proudly Paid For Polling,Cortexia,Online,1000,LV,PDAL,0.086,0.207,0.326,0.285,0.096
376,1985,1985-05-13,1985-05-15,Dataland Register-Gazette,Byteforge Domain,Live caller,1500,RV,,0.298,0.089,0.527,0.0,0.086
377,1985,1985-05-13,1985-05-15,Proudly Paid For Polling,Byteforge Domain,Online,1000,LV,PDAL,0.343,0.064,0.496,0.0,0.097
378,1985,1985-05-13,1985-05-15,Progressive Polling,Electropolis,Live caller,1000,Adults,,0.244,0.305,0.34,0.0,0.111
379,1985,1985-05-13,1985-05-15,Metaflux University,Infoglen,IVR,1500,RV,,0.266,0.239,0.347,0.0,0.147
380,1985,1985-05-13,1985-05-15,Dataland Daily,National,Online,200,Adults,,0.095,0.245,0.48,0.045,0.135
381,1985,1985-05-14,1985-05-15,Dataland Daily,National,Online,200,Adults,,0.195,0.295,0.265,0.045,0.2
382,1985,1985-05-14,1985-05-15,Conference Board of Dataland,Synapse Territories,Live caller,3000,LV,,0.116,0.254,0.265,0.272,0.093
383,1985,1985-05-14,1985-05-16,Dataland Register-Gazette,Byteforge Domain,Live caller,1500,RV,,0.379,0.093,0.451,0.0,0.077
384,1985,1985-05-14,1985-05-16,Synapse Strategies,Cerebrica,Online,1000,LV,SSP,0.193,0.327,0.286,0.129,0.065
385,1985,1985-05-15,1985-05-16,Dataland Register-Gazette,Cerebrica,Live caller,1500,RV,,0.171,0.333,0.323,0.102,0.071
386,1985,1985-05-14,1985-05-16,Conference Board of Dataland,Circuit Confederation,Live caller,3000,LV,,0.156,0.308,0.454,0.0,0.082
387,1985,1985-05-14,1985-05-16,Conference Board of Dataland,Metaflux Realm,Live caller,3000,LV,,0.317,0.237,0.348,0.0,0.097
388,1985,1985-05-14,1985-05-16,Proudly Paid For Polling,Neuronia,Online,1000,LV,CC,0.035,0.161,0.084,0.65,0.07
389,1985,1985-05-15,1985-05-17,Metaflux University,Binaryshire,IVR,1500,RV,,0.707,0.016,0.122,0.0,0.155
390,1985,1985-05-16,1985-05-17,Dataland Register-Gazette,Cortexia,Live caller,1500,RV,,0.079,0.267,0.259,0.333,0.063
391,1985,1985-05-15,1985-05-17,Progressive Polling,Electropolis,Live caller,1000,Adults,PDAL,0.191,0.291,0.41,0.0,0.108
392,1985,1985-05-15,1985-05-17,Dataland Daily,National,Online,200,Adults,,0.165,0.24,0.345,0.055,0.195
393,1985,1985-05-16,1985-05-18,Cobolite Coalition Calling,Amperville,IVR,2000,RV,CC,0.069,0.157,0.68,0.0,0.094
394,1985,1985-05-16,1985-05-18,Progressive Polling,Cerebrica,Live caller,1000,Adults,,0.15,0.361,0.305,0.092,0.092
395,1985,1985-05-17,1985-05-18,Cobolite Coalition Calling,Cerebrica,IVR,2000,RV,,0.212,0.352,0.264,0.086,0.088
396,1985,1985-05-17,1985-05-18,Big Dataland Surveys,Metaflux Realm,Online,10000,RV,,0.32,0.264,0.308,0.0,0.108
397,1985,1985-05-16,1985-05-18,Dataland Daily,National,Online,200,Adults,,0.2,0.23,0.435,0.04,0.095
398,1985,1985-05-17,1985-05-18,Dataland Register-Gazette,Synapse Territories,Live caller,1500,LV,,0.121,0.237,0.257,0.305,0.081
399,1985,1985-05-17,1985-05-19,Metaflux University,Binaryshire,IVR,1500,RV,,0.785,0.022,0.094,0.0,0.099
400,1985,1985-05-17,1985-05-19,Synapse Strategies,Cerebrica,Online,1000,LV,SSP,0.207,0.319,0.275,0.124,0.075
401,1985,1985-05-18,1985-05-19,Cobolite Coalition Calling,Circuiton,IVR,2000,RV,CC,0.116,0.346,0.417,0.0,0.121
402,1985,1985-05-18,1985-05-19,Dataland Register-Gazette,Electropolis,Live caller,1500,LV,,0.244,0.311,0.369,0.0,0.075
403,1985,1985-05-17,1985-05-19,Dataland Daily,National,Online,200,Adults,,0.16,0.285,0.305,0.06,0.19
404,1985,1985-05-17,1985-05-19,Proudly Paid For Polling,National,Online,1000,LV,CC,0.237,0.252,0.352,0.08,0.079
